X,Y,Z,H,S,L,R,G,B
-0.2259141,-0.6470588,-0.6209629,0.05553338,0.8666667,0.1764706,0.3294117,0.1254903,0.0235294
-0.6031818,-0.1843137,-0.7397781,0.1088674,0.9711539,0.4078431,0.8039216,0.529412,0.0117647
-0.07519391,0.3764706,0.009126498,0.2692231,0.08176101,0.6882353,0.6823529,0.7137255,0.6627451
0.161049,0.6666667,0.1968011,0.6091517,0.3411765,0.8333334,0.7764707,0.8156863,0.8901961
-0.09523153,0.01176476,-3.103037E-08,0.25,0.09523812,0.5058824,0.5058824,0.5529412,0.4588236
-0.6213189,-0.1411765,-0.7236965,0.112909,0.9634703,0.4294118,0.8431373,0.5764707,0.01568627
-0.1288162,0.3882353,-0.5765281,0.03498605,0.6410257,0.6941177,0.8901961,0.5803923,0.4980392
-0.3970038,0.05490196,-0.6749479,0.08462225,0.7842324,0.527451,0.8980392,0.5333334,0.1568627
-0.1775804,0.3960785,-0.2827585,0.08925001,0.3636363,0.6980392,0.8078431,0.7058824,0.5882353
-0.6182538,-0.09019607,-0.7139145,0.1135909,0.9482759,0.454902,0.8862745,0.6117648,0.02352941
-0.03981135,0.3019608,0.03582517,0.36662,0.05617978,0.6509804,0.6313726,0.6705883,0.6392157
0.03576808,0.3764706,-0.09236864,0.9412,0.1069182,0.6882353,0.7215686,0.6549019,0.6784313
0.03163888,0.2666667,0.08170526,0.5588,0.09090909,0.6333333,0.6,0.6431373,0.6666667
-0.7590637,0.1843138,-0.6093953,0.1423379,0.9903846,0.5921569,0.9960784,0.8784314,0.1882354
-0.6236598,-0.1686274,-0.7512445,0.1102733,0.990566,0.4156863,0.827451,0.5490196,0.003921578
0.1043931,0.5372549,0.1361216,0.604125,0.2033898,0.7686275,0.7215686,0.7568628,0.8156863
-0.233877,-0.2196078,-0.1529319,0.1578316,0.2864322,0.3901961,0.5019608,0.4901961,0.2784314
-0.3304346,-0.145098,-0.6770811,0.07226021,0.7614679,0.427451,0.7529412,0.3843136,0.1019608
-0.1332999,0.1333333,-0.2075228,0.09087278,0.2488688,0.5666667,0.6745098,0.5764707,0.4588235
0.03051403,-0.08235294,0.07952663,0.55831,0.08547008,0.4588235,0.4196078,0.4705882,0.4980392
0.05823497,0.3019608,0.02718759,0.6804833,0.06741573,0.6509804,0.6313726,0.627451,0.6745098
-0.6083995,-0.2352941,-0.7579491,0.1076492,1,0.3823529,0.7647059,0.4941177,0
0.07745484,0.5921569,0.1342206,0.5833,0.1923077,0.7960784,0.7568628,0.7960784,0.8352941
0.1131261,0.6235294,0.178984,0.5897077,0.2708333,0.8117647,0.7607843,0.8078431,0.8627451
0.09808882,0.6313726,0.1527059,0.5908727,0.2340426,0.8156863,0.772549,0.8117647,0.8588235
0.1050992,0.5764706,0.1662841,0.5897077,0.2407408,0.7882353,0.7372549,0.7843137,0.8392157
-0.1353636,0.1450981,-0.1589471,0.1122739,0.2110092,0.572549,0.6627451,0.6039215,0.482353
-0.3668886,-0.4235294,-0.1893856,0.1741597,0.4557823,0.2882353,0.4078431,0.4196078,0.1568628
0.09519557,0.5764706,0.1176222,0.60829,0.1851852,0.7882353,0.7490196,0.7764706,0.827451
-0.01068186,0.2588236,-0.1067921,0.01586668,0.1111111,0.6294118,0.6705883,0.5960785,0.5882354
-0.6021854,-0.2470588,-0.759167,0.1067281,1,0.3764706,0.7529412,0.4823527,0
-0.6007527,-0.1607843,-0.771441,0.1053038,0.9906542,0.4196078,0.8352941,0.5294117,0.003921559
0.08537807,0.6274509,0.08846597,0.6221733,0.1578947,0.8137255,0.7843137,0.8,0.8431373
-0.6053931,-0.2235294,-0.7512909,0.10795,0.989899,0.3882353,0.772549,0.5019608,0.003921573
-0.2126032,-0.3607843,-0.06778996,0.2008744,0.2392638,0.3196079,0.3647059,0.3960784,0.2431373
0.09525228,0.6078432,0.1650616,0.5833,0.24,0.8039216,0.7568628,0.8039216,0.8509804
0.07810444,0.4392157,0.05272656,0.6554933,0.1048951,0.7196078,0.690196,0.6941176,0.7490196
-0.0293075,-0.03529406,-0.0929912,0.04859163,0.09756099,0.482353,0.5294118,0.4627451,0.4352942
0.1075709,0.6156863,0.11954,0.61662,0.2040816,0.8078431,0.7686275,0.7921569,0.8470588
0.02464071,0.8588235,0.01424009,0.6666,0.05555556,0.9294118,0.9254902,0.9254902,0.9333333
0.06565561,0.4235294,0.08163576,0.6078,0.1156463,0.7117647,0.6784313,0.7019607,0.7450981
-0.6137835,-0.1333333,-0.7318934,0.1110667,0.9638009,0.4333333,0.8509804,0.5725492,0.01568627
0.01122754,0.309804,0.05284317,0.53332,0.05681819,0.654902,0.6352941,0.6666667,0.6745098
-0.7128954,-0.02745098,-0.6775344,0.1290467,0.983871,0.4862745,0.9647059,0.7490196,0.0078431
-0.1392679,0.4705882,-0.3028458,0.06859999,0.3777778,0.7352941,0.8352941,0.717647,0.6352941
-0.6216351,-0.1647059,-0.7538285,0.1097507,0.9906103,0.4176471,0.8313726,0.5490198,0.00392158
0.09441233,0.6078432,0.1469823,0.5908727,0.22,0.8039216,0.7607843,0.8,0.8470588
0.09358376,0.6588235,0.1350366,0.5964526,0.2183908,0.8294117,0.7921568,0.8235294,0.8666667
0.111695,0.6156863,0.1767197,0.5897077,0.2653061,0.8078431,0.7568628,0.8039216,0.8588235
-0.3098128,-0.1921569,-0.3100075,0.12495,0.446602,0.4039216,0.5843138,0.4941176,0.2235294
-0.199376,0.3568628,-0.1700102,0.1376261,0.2804878,0.6784314,0.7686275,0.7372549,0.5882353
0.02989386,0.4078431,0.04547448,0.5925555,0.05960265,0.7039216,0.6862745,0.7019608,0.7215686
-0.4397318,-0.3686274,-0.6713638,0.09228921,0.8633541,0.3156863,0.5882353,0.345098,0.04313724
0.09682809,0.6235294,0.1507432,0.5908727,0.2291667,0.8117647,0.7686275,0.8078431,0.854902
-0.07640789,0.9176471,-0.1522112,0.07404449,0.4285714,0.9588236,0.9764706,0.9568628,0.9411765
-0.02627135,0.8470588,-0.03132672,0.1110667,0.07692307,0.9235294,0.9294118,0.9254902,0.917647
-0.6328273,-0.1843137,-0.752036,0.1113337,1,0.4078431,0.8156863,0.5450982,-4.861869E-08
-0.01068882,0.2588236,-0.1375746,0.01234071,0.1428571,0.6294118,0.682353,0.5843138,0.5764707
0.01351556,0.4666667,-0.06361189,0.96668,0.07352941,0.7333333,0.7529412,0.7137255,0.7215686
-0.07712898,0.3411765,-0.06476475,0.1388334,0.1071429,0.6705883,0.7058824,0.6941177,0.6352941
-0.3449077,-0.2784314,-0.3489894,0.1240638,0.5108696,0.3607843,0.5450981,0.4509804,0.1764706
-0.7327435,0.01176476,-0.6568553,0.1336831,0.984127,0.5058824,0.9921569,0.8000001,0.01960787
0.0756316,0.5764706,0.1310612,0.5833,0.1851852,0.7882353,0.7490196,0.7882353,0.827451
0.07841936,0.3490196,0.1240723,0.5897077,0.1566265,0.6745098,0.6235294,0.6705883,0.7254902
0.04256567,0.4078431,-0.08009213,0.9222533,0.09933775,0.7039216,0.7333333,0.6745098,0.7019608
-0.06293861,0.3019608,-0.0866734,0.09995997,0.1123596,0.6509804,0.6901961,0.6588235,0.6117647
-0.03329698,0.9019608,-0.03970429,0.1110667,0.12,0.9509804,0.9568627,0.9529412,0.9450981
-0.7194637,0.082353,-0.6002489,0.1393382,0.9401709,0.5411765,0.972549,0.8313724,0.109804
-0.5983757,-0.1333333,-0.7330012,0.1089612,0.9547511,0.4333333,0.8470588,0.5607845,0.01960784
-0.108867,0.1098039,-0.01143779,0.23334,0.1101322,0.554902,0.5647059,0.6039216,0.5058823
-0.04071017,0.9333334,-0.04854399,0.1110667,0.1764706,0.9666667,0.972549,0.9686275,0.9607844
-0.6170334,-0.06274509,-0.7085599,0.1140284,0.9414226,0.4686275,0.9098039,0.6313726,0.02745099
0.09850992,0.4313726,0.1511704,0.5919172,0.2,0.7156863,0.6588236,0.709804,0.772549
0.09343661,0.7686274,0.1055298,0.6153384,0.220339,0.8843137,0.8588235,0.8745098,0.9098039
-0.180358,0.03137255,-0.06035827,0.1986021,0.1902834,0.5156863,0.572549,0.6078432,0.4235294
0.04465853,0.4470589,-0.08403007,0.9222533,0.106383,0.7235295,0.7529412,0.6941177,0.7215687
-0.5906612,-0.2,-0.7330086,0.10795,0.9607843,0.4,0.7843137,0.5137255,0.01568627
-0.04071017,0.9333334,-0.04854399,0.1110667,0.1764706,0.9666667,0.972549,0.9686275,0.9607844
-0.5885776,-0.2549019,-0.7543343,0.1054542,0.9894737,0.372549,0.7411765,0.4705882,0.003921563
-0.1041621,-0.0862745,-0.04978398,0.1790407,0.1158798,0.4568627,0.5019608,0.509804,0.4039216
0.02029131,0.4666667,-0.1020533,0.9687625,0.1176471,0.7333333,0.7647059,0.7019608,0.7137255
-0.07168125,0.172549,-0.1875,0.05811626,0.2037915,0.5862745,0.6705883,0.5607843,0.5019608
-0.04229644,0.8509804,-0.1021581,0.06247498,0.2105263,0.9254902,0.9411765,0.9215686,0.9098039
-0.06974199,0.9019608,-0.1389321,0.07404449,0.36,0.9509804,0.9686275,0.9490197,0.9333334
-0.3964304,-0.2549019,-0.5169182,0.104125,0.6736842,0.372549,0.6235294,0.4352942,0.1215686
-0.5830222,-0.145098,-0.7075355,0.1096921,0.9266055,0.427451,0.8235294,0.5529411,0.03137254
0,0.772549,0,1,0,0.8862745,0.8862745,0.8862745,0.8862745
-0.3045331,-0.01960784,-0.6698861,0.06790764,0.736,0.4901961,0.8509804,0.4235295,0.1294118
-0.7243795,0.0196079,-0.677466,0.1303242,0.992,0.509804,0.9960784,0.7843139,0.02352945
0.01466784,0.8666667,-0.02541774,0.9167,0.05882353,0.9333333,0.9372549,0.9294118,0.9333333
0.06469937,0.7176471,0.07189831,0.61662,0.1388889,0.8588235,0.8392157,0.8509804,0.8784314
0.08828102,0.6705883,0.1529812,0.5833,0.2380952,0.8352941,0.7960784,0.8352941,0.8745098
-0.6558403,0.007843137,-0.6577156,0.1247728,0.9288538,0.5039216,0.9647059,0.7333335,0.04313726
-0.6063755,-0.2352941,-0.733886,0.1099037,0.9794872,0.3823529,0.7568628,0.5019608,0.007843137
-0.1823939,0.4431373,-0.3028476,0.086275,0.3943662,0.7215686,0.8313726,0.7254902,0.6117647
-0.05661391,0.854902,-0.1127798,0.07404449,0.2432432,0.927451,0.945098,0.9254903,0.909804
-0.04856752,0.8078432,-0.09675073,0.07404449,0.1836735,0.9039216,0.9215686,0.9019608,0.8862746
-0.163821,-0.1686274,-0.3130875,0.07672366,0.3584906,0.4156863,0.5647059,0.4039215,0.2666667
-0.2437703,-0.4705882,-0.1645638,0.1554933,0.3333333,0.2647059,0.3529412,0.3411765,0.1764706
-0.03978629,0.4470589,-0.4231821,0.01491941,0.4751773,0.7235295,0.854902,0.6156864,0.5921569
0.0513206,0.7568628,0.06691861,0.604125,0.1290323,0.8784314,0.8627451,0.8745098,0.8941177
-0.0712564,0.2431374,-0.1497662,0.07067879,0.1709845,0.6215687,0.6862745,0.6117648,0.5568628
-0.7546278,0.06666672,-0.6527575,0.1365,1,0.5333334,1,0.8313726,0.06666667
-0.05174452,-0.01568627,0.002084422,0.2564078,0.05179285,0.4921569,0.4901961,0.5176471,0.4666667
0.1137189,0.7254902,0.1356018,0.6110666,0.2571429,0.8627451,0.827451,0.8509804,0.8980392
-0.1380825,0.03137255,-0.03150341,0.2143,0.1417004,0.5156863,0.5450981,0.5843138,0.4470588
-0.7577397,0.1098039,-0.6432524,0.1379771,1,0.554902,1,0.8470589,0.1098039
-0.2189135,-0.2941176,-0.08161493,0.1932046,0.2444444,0.3529412,0.4117647,0.4392157,0.2666667
-0.7266858,0.1921569,-0.5863194,0.14195,0.9514563,0.5960785,0.9803922,0.8666669,0.2117648
-0.756625,0.0196079,-0.653555,0.136612,1,0.509804,1,0.8235293,0.0196079
-0.7243795,-0.01960784,-0.677466,0.1303242,0.992,0.4901961,0.9764706,0.764706,0.003921547
-0.08802874,0.7803922,-0.1291809,0.09520001,0.25,0.8901961,0.9176471,0.8941177,0.8627451
0.01159324,0.3333334,-0.1214585,0.9848545,0.1294118,0.6666667,0.7098039,0.6235294,0.6313726
0.09367858,0.7019608,0.1623346,0.5833,0.2631579,0.8509804,0.8117647,0.8509804,0.8901961
0.06424546,0.3019608,0.1113303,0.5833,0.1348315,0.6509804,0.6039216,0.6509804,0.6980392
0.04572079,0.8156862,0.04119495,0.63328,0.106383,0.9078431,0.8980392,0.9019607,0.9176471
-0.6007355,-0.1254902,-0.7670568,0.1057416,0.9820628,0.4372549,0.8666667,0.5529413,0.007843147
-0.0701599,0.1058824,-0.03521929,0.1759555,0.07894737,0.5529412,0.5843138,0.5882353,0.5176471
-0.6462026,-0.05882353,-0.7389322,0.114361,0.9833333,0.4705882,0.9333333,0.6431374,0.00784313
0.07597788,0.509804,-0.1388675,0.9203218,0.184,0.754902,0.8,0.709804,0.7529412
-0.1712846,0.3019608,-0.5636811,0.04695095,0.6179776,0.6509804,0.8666667,0.5568629,0.4352942
-0.04137591,0.8470588,-0.08595744,0.07139999,0.1794872,0.9235294,0.9372549,0.9215686,0.9098039
-0.6350141,-0.1529412,-0.7572094,0.1110667,1,0.4235294,0.8470588,0.564706,0
-0.225703,-0.345098,-0.1372299,0.1630554,0.2814371,0.327451,0.4196078,0.4156863,0.2352941
-0.4549192,-0.2705882,-0.3066699,0.1555981,0.5698925,0.3647059,0.572549,0.5450981,0.1568628
-0.1138554,0.4235294,-0.3192401,0.05452365,0.3741496,0.7117647,0.8196078,0.6745098,0.6039216
0.0352277,0.3960785,0.006231881,0.7221333,0.03896104,0.6980392,0.6941177,0.6862745,0.7098039
-0.3064672,-0.05882353,-0.6094313,0.07415733,0.6833333,0.4705882,0.7921569,0.4352942,0.1490196
-0.629513,-0.09803921,-0.7483001,0.1113124,0.9826087,0.4509804,0.8941177,0.6000002,0.007843146
-0.6249769,-0.1215686,-0.7596777,0.1095658,0.9910714,0.4392157,0.8745098,0.5764707,0.00392158
-0.7393295,0.02352941,-0.6729326,0.1324771,1,0.5117647,1,0.7999999,0.02352941
-0.496725,-0.1882353,-0.7465752,0.09343706,0.9130435,0.4058824,0.7764706,0.4509805,0.03529411
0.1127214,0.7333333,0.04108964,0.6943666,0.1764706,0.8666667,0.8509804,0.8431373,0.8901961
-0.1489536,0.1960784,-0.1931969,0.1045333,0.2487805,0.5980392,0.6980392,0.6235294,0.4980392
-0.06585858,0.2235295,0.02030605,0.2976,0.07070707,0.6117647,0.5960785,0.6392157,0.5843138
0.01192716,0.3607843,0.0734206,0.5256308,0.0797546,0.6803921,0.6549019,0.6980392,0.7058824
0.09268896,0.5333333,0.1680629,0.5802148,0.2268908,0.7666667,0.7137254,0.7686275,0.8196079
-0.2230088,-0.145098,-0.1562801,0.1527167,0.2752294,0.427451,0.5450981,0.5254902,0.3098039
-0.1331021,0.5058824,-0.3448944,0.0586185,0.4285714,0.7529412,0.8588235,0.7215686,0.6470588
-1.856047E-05,0.2235295,0.02953627,0.4999,0.03030303,0.6117647,0.6,0.6235294,0.6235294
-0.03524323,0.8980392,-0.1999557,0.02776669,0.4615384,0.9490196,0.972549,0.9333333,0.9254902
-0.6741157,-0.03137255,-0.7269601,0.119,0.9919028,0.4843137,0.9647059,0.690196,0.003921572
0.02960983,0.3686275,-0.08138769,0.9444667,0.0931677,0.6843138,0.7137255,0.654902,0.6745099
-0.7533532,0.1215687,-0.6325862,0.1388334,0.9910714,0.5607843,0.9960784,0.8509806,0.1254903
-0.6007527,-0.1607843,-0.771441,0.1053038,0.9906542,0.4196078,0.8352941,0.5294117,0.003921559
-0.2230538,-0.2392157,-0.05703025,0.2101609,0.2371134,0.3803922,0.4235294,0.4705882,0.2901961
-0.3024742,-0.2313725,-0.6694512,0.06754055,0.755102,0.3843137,0.6745098,0.3294118,0.09411765
-0.6525114,-0.1137255,-0.7374974,0.1152813,0.9911504,0.4431373,0.8823529,0.6117647,0.00392157
-0.7538111,0,-0.6570911,0.1358933,1,0.5,1,0.8156862,0
0.1244552,0.6784314,0.1969085,0.5897077,0.3170732,0.8392157,0.7882353,0.8352941,0.8901961
-0.6311163,-0.1254902,-0.7187435,0.1146828,0.9641256,0.4372549,0.8588235,0.5960786,0.01568627
-0.03197392,0.8941176,-0.03812664,0.1110667,0.1111111,0.9470588,0.9529412,0.9490196,0.9411764
0.1249449,0.6039217,0.1917368,0.5919172,0.2871287,0.8019608,0.7450981,0.7960785,0.8588235
-0.6201667,-0.2117647,-0.7553469,0.1094089,1,0.3941177,0.7882353,0.5176469,0
-0.6286284,-0.1254902,-0.7326847,0.1128581,0.9730942,0.4372549,0.8627451,0.5882354,0.01176471
-0.7295844,0.09411764,-0.6646504,0.132407,0.991342,0.5470588,0.9960784,0.8117648,0.0980392
-0.11065,-0.1803921,-0.1089773,0.1262121,0.1578947,0.4098039,0.4745098,0.4431373,0.345098
-0.05475025,0.07843137,-0.04693992,0.1372,0.07234043,0.5392157,0.572549,0.5607843,0.5058823
-0.2715864,-0.01960784,-0.5793818,0.06976371,0.64,0.4901961,0.8039216,0.4392155,0.1764706
-0.6345593,-0.145098,-0.7591318,0.1108119,1,0.427451,0.854902,0.5686274,0
-0.0798654,0.254902,0.0158797,0.2812375,0.08421052,0.627451,0.6156863,0.6588235,0.5960785
0.09131226,0.4352942,0.1190651,0.604125,0.1666667,0.7176471,0.6705883,0.7058824,0.7647059
-0.2173799,-0.1686274,-0.1256258,0.1666,0.254717,0.4156863,0.5216957,0.5215687,0.3098039
-0.210521,-0.427451,-0.6607842,0.04908751,0.7671234,0.2862745,0.5058824,0.1960784,0.06666664
-0.7531787,0.05882359,-0.6551806,0.1360567,1,0.5294118,1,0.827451,0.05882353
-0.03422294,0.04313731,-0.3175357,0.01708724,0.3196721,0.5215687,0.6745098,0.4000001,0.3686275
-0.1385732,0.1450981,-0.2021488,0.09564079,0.2477064,0.572549,0.6784314,0.5882354,0.4666667
0.04957195,0.5137255,-0.1291959,0.94169,0.1612903,0.7568628,0.7960784,0.7176471,0.7450981
-0.6310215,-0.1058823,-0.7571853,0.1105752,0.991228,0.4470588,0.8901961,0.5921569,0.003921581
0.114599,0.6313726,0.1813144,0.5897077,0.2765957,0.8156863,0.7647059,0.8117647,0.8666667
0.1063496,0.5843138,0.1682625,0.5897077,0.245283,0.7921569,0.7411765,0.7882353,0.8431373
-0.5896062,-0.2039216,-0.7449581,0.1065563,0.9704433,0.3980392,0.7843137,0.5058823,0.01176472
-0.1060846,0.9372549,-0.138327,0.104125,0.5,0.9686275,0.9843137,0.972549,0.9529412
0.122677,0.6705883,0.1940951,0.5897077,0.3095238,0.8352941,0.7843137,0.8313726,0.8862745
-0.6001567,-0.1333333,-0.7546023,0.106934,0.9728506,0.4333333,0.854902,0.5529413,0.01176473
-0.06224157,0.8784313,-0.1239906,0.07404449,0.2903226,0.9392157,0.9568627,0.9372549,0.9215686
0.1249449,0.6039217,0.1917368,0.5919172,0.2871287,0.8019608,0.7450981,0.7960785,0.8588235
0.1192925,0.654902,0.1887402,0.5897077,0.2954546,0.827451,0.7764706,0.8235294,0.8784314
-0.6243165,-0.1254902,-0.7710261,0.1083273,1,0.4372549,0.8745098,0.5686273,0
0.122677,0.6705883,0.1940951,0.5897077,0.3095238,0.8352941,0.7843137,0.8313726,0.8862745
-0.7553094,0.07843137,-0.6506582,0.1368247,0.9999999,0.5392157,1,0.835294,0.0784314
-0.3095887,0.1568627,-0.4835888,0.09063046,0.5813954,0.5784314,0.8235294,0.6000002,0.3333333
-0.5101612,-0.427451,-0.6385894,0.1072803,0.9041096,0.2862745,0.5450981,0.3607844,0.02745098
0.01434129,0.1529412,-0.1365036,0.98334,0.1388889,0.5764706,0.6352941,0.5176471,0.5294118
-0.6275389,-0.1960784,-0.7534907,0.1105249,1,0.4019608,0.8039216,0.5333334,0
-0.1461604,-0.1607843,-0.07877166,0.1713278,0.1682243,0.4196078,0.4862745,0.4901961,0.3490196
-0.1719879,-0.003921509,-0.05672497,0.1992957,0.1811024,0.4980392,0.5529411,0.5882353,0.4078431
-0.6364708,-0.1647059,-0.7413452,0.112909,0.9906103,0.4176471,0.8313726,0.564706,0.00392158
-0.6717885,-0.07843137,-0.736579,0.1176834,0.9999999,0.4607843,0.9215686,0.6509804,2.746489E-08
-0.427501,-0.6196078,-0.4307653,0.1243947,0.7731958,0.1901961,0.3372549,0.2627451,0.04313727
-0.3582352,-0.3254902,-0.1405351,0.1905,0.4069767,0.3372549,0.4352941,0.4745098,0.2
-0.4949521,0.254902,-0.5404673,0.1180083,0.7578948,0.627451,0.9098039,0.745098,0.3450981
0.07609686,0.3254902,0.01151402,0.7261,0.08139535,0.6627451,0.654902,0.6352941,0.6901961
-0.1301291,0.5450981,-0.1355617,0.1217461,0.2241379,0.772549,0.8235294,0.7960784,0.7215686
0.02762087,0.309804,0.07040785,0.5595,0.07954545,0.654902,0.627451,0.6627451,0.682353
-0.6529395,-0.5686275,-0.4225261,0.1585904,0.9454545,0.2156863,0.4196078,0.4,0.01176471
-0.6593691,-0.01960784,-0.6864314,0.1218,0.952,0.4901961,0.9568627,0.7058825,0.0235294
-0.555844,-0.1607843,-0.7128831,0.1054,0.9158878,0.4196078,0.8039216,0.5215686,0.03529413
-0.381225,0.9058824,-0.0734449,0.2197091,0.9166667,0.9529412,0.9686274,0.9960784,0.9098039
-0.6168019,-0.1921569,-0.7510135,0.1094334,0.9902912,0.4039216,0.8039215,0.5294119,0.003921602
-0.5456395,-0.1607843,-0.6856951,0.1069747,0.8878505,0.4196078,0.7921569,0.5254901,0.04705882
-0.6369445,-0.1921569,-0.7465772,0.1124146,1,0.4039216,0.8078432,0.5450982,-4.81512E-08
-0.02234032,0.3058825,-0.09972791,0.03507371,0.1073446,0.6529412,0.6901962,0.6313726,0.6156863
-0.6236598,-0.1686274,-0.7512445,0.1102733,0.990566,0.4156863,0.827451,0.5490196,0.003921578
-0.09052819,0.164706,-0.03551406,0.1905,0.09859155,0.582353,0.6117647,0.6235294,0.5411766
-0.1039975,-0.09019601,-0.2071723,0.07404441,0.2327586,0.454902,0.5607843,0.4431372,0.3490196
-0.7516298,0.082353,-0.654424,0.1359855,1,0.5411765,1,0.8313727,0.082353
-0.04026833,0.8392158,-0.08365647,0.07139999,0.1707317,0.9196079,0.9333333,0.9176471,0.9058824
0.1976598,0.7019608,0.2255189,0.6145375,0.4210526,0.8509804,0.7882353,0.827451,0.9137255
-0.2210092,-0.1921569,-0.7095457,0.04805766,0.7572815,0.4039216,0.7098039,0.2745097,0.09803922
-0.08060457,0.6784314,-0.1396788,0.0833,0.2195122,0.8392157,0.8745098,0.8392157,0.8039216
-0.05948761,0.03921568,-0.3498068,0.02680917,0.3551021,0.5196078,0.6901961,0.4039215,0.3490196
-0.1404586,-0.03137255,-0.05185178,0.1937162,0.1497976,0.4843137,0.5333333,0.5568628,0.4117647
-0.3419345,-0.007843137,-0.6463269,0.07744653,0.7312254,0.4960784,0.8588235,0.4705884,0.1333333
-0.4446137,-0.4823529,-0.2085096,0.1802081,0.5606061,0.2588235,0.3803922,0.4039216,0.1137255
