X,Y,Z,H,S,L,R,G,B
0.06402371,0.8784313,-0.2858039,0.9649263,0.6129032,0.9392157,0.9764706,0.9019607,0.917647
0.05788926,0.2392157,-0.06902885,0.8889333,0.0927835,0.6196079,0.654902,0.5843138,0.6313726
-0.09784704,0.07450986,-0.187252,0.07663601,0.2118644,0.5372549,0.6352941,0.5294118,0.4392157
-0.6403645,-0.1843137,-0.7456285,0.1129356,1,0.4078431,0.8156863,0.5529412,-4.861869E-08
0.1068748,0.6274509,0.1937846,0.5802148,0.2842105,0.8137255,0.7607843,0.8156863,0.8666667
-0.3223619,-0.172549,-0.2313744,0.15092,0.4028437,0.4137255,0.5803922,0.5490196,0.2470588
0.01841808,0.4039216,0.04448496,0.562475,0.05263159,0.7019608,0.6862745,0.7058824,0.7176471
-0.01602111,0.2745099,0.04395078,0.4443667,0.04864865,0.637255,0.6196079,0.654902,0.6431373
-0.03080379,0.2274511,-0.140001,0.03446893,0.1472081,0.6137255,0.6705883,0.5803922,0.5568628
-0.06697078,0.8941176,-0.1334116,0.07404449,0.3333333,0.9470588,0.9647059,0.945098,0.9294117
-0.6294289,-0.172549,-0.7454799,0.1115981,0.9905213,0.4137255,0.8235294,0.5529411,0.003921575
-0.6203525,-0.1568627,-0.7447152,0.1105403,0.9813954,0.4215686,0.8352941,0.5568628,0.007843131
1.738724E-09,0.4117647,-0.1458064,1,0.16,0.7058824,0.7529412,0.6588235,0.6588235
-0.5885353,-0.2862745,-0.7560907,0.1052692,1,0.3568628,0.7137255,0.4509804,0
-0.6287218,-0.1764706,-0.7573421,0.1102733,1,0.4117647,0.8235294,0.545098,0
-0.6877379,-0.003921568,-0.6706805,0.1269984,0.9606299,0.4980392,0.9764706,0.7490196,0.01960783
0.103531,0.6627451,0.1611784,0.5908727,0.255814,0.8313726,0.7882353,0.827451,0.8745098
0.02987782,0.1294118,0.03320226,0.61662,0.04504504,0.5647059,0.5450981,0.5568628,0.5843138
-0.1488873,0.517647,-0.1361093,0.132131,0.2357724,0.7588235,0.8156863,0.7921569,0.7019607
-0.6078219,-0.1764706,-0.7502355,0.1083709,0.9809524,0.4117647,0.8156863,0.5333334,0.007843113
0.1150713,0.5490196,0.1765851,0.5919172,0.2521739,0.7745098,0.717647,0.7686275,0.8313726
-0.5430562,-0.2392157,-0.8049012,0.09446394,1,0.3803922,0.7607844,0.4313727,-4.534628E-08
-0.1383696,-0.2039216,-0.05660612,0.1881968,0.1527093,0.3980392,0.4431372,0.4588235,0.3372549
0.05130642,0.7803922,0.04308172,0.6388333,0.1071429,0.8901961,0.8784314,0.8823529,0.9019608
0.1192925,0.654902,0.1887402,0.5897077,0.2954546,0.827451,0.7764706,0.8235294,0.8784314
-0.624525,-0.1568627,-0.7047967,0.115401,0.9534884,0.4215686,0.8235294,0.5764708,0.01960783
-0.3709947,-0.1882353,-0.6677325,0.0807131,0.7777778,0.4058824,0.7215686,0.3960786,0.09019607
-0.6146566,0.05098045,-0.6455956,0.1210936,0.892562,0.5254902,0.9490196,0.7176473,0.1019608
0.01308581,0.8352941,-0.02267625,0.9167,0.04761905,0.9176471,0.9215686,0.9137255,0.9176471
-0.6641047,-0.1098039,-0.7277198,0.1177307,0.9911894,0.445098,0.8862745,0.627451,0.003921572
0.03000478,0.7215686,-0.08247328,0.9444667,0.1267606,0.8607843,0.8784314,0.8431372,0.8549019
-0.05539653,-0.01176465,-0.004149711,0.2381001,0.05555558,0.4941177,0.4980392,0.5215687,0.4666667
-0.2159348,-0.2784314,-0.2122056,0.1263862,0.3152174,0.3607843,0.4745098,0.4196079,0.2470588
0.09768952,0.6235294,0.1692851,0.5833,0.25,0.8117647,0.7647059,0.8117647,0.8588235
0.1131786,0.7098039,0.1761978,0.5908727,0.2972973,0.854902,0.8117647,0.8509804,0.8980392
0.1002715,0.6392157,0.1737595,0.5833,0.2608696,0.8196079,0.772549,0.8196079,0.8666667
-0.1057535,0.254902,-0.06111589,0.1666,0.1263158,0.627451,0.6745663,0.6745098,0.5803922
-0.05542457,-0.04705882,-0.02701993,0.1778066,0.06172842,0.4764706,0.5019608,0.5058824,0.4470588
-0.1331996,-0.654902,-0.4799434,0.0430862,0.6590909,0.172549,0.2862745,0.117647,0.05882352
-0.6681951,-0.007843137,-0.6788575,0.1237403,0.9525692,0.4960784,0.9686275,0.7254902,0.0235294
-0.3752007,0.1843138,-0.5217431,0.09922504,0.6538461,0.5921569,0.8588235,0.6431374,0.3254902
0.05246373,0.6,0.05830125,0.61662,0.0980392,0.8,0.7803922,0.7921569,0.8196079
0.1007138,0.6627451,0.1200941,0.6110666,0.2093023,0.8313726,0.7960784,0.8196079,0.8666667
-0.309083,-0.3568627,-0.1166779,0.1925517,0.3536585,0.3215686,0.4,0.4352941,0.2078431
-0.6816032,0.1098039,-0.6868947,0.1243846,0.9735683,0.554902,0.9882353,0.7686274,0.1215686
0.08964486,0.4666667,0.07527431,0.6388333,0.1323529,0.7333333,0.6980392,0.7098039,0.7686275
-0.6093492,-0.2156863,-0.7504658,0.1085424,0.99,0.3921569,0.7803922,0.5098038,0.003921565
-0.104707,0.7960784,-0.1814456,0.0833,0.3461539,0.8980392,0.9333333,0.8980392,0.8627451
-0.6103824,-0.2235294,-0.759913,0.107701,1,0.3882353,0.7764706,0.5019608,0
-0.7041166,0.02745104,-0.686653,0.1269984,0.983871,0.5137255,0.9921569,0.7647059,0.03529417
-0.6177725,-0.1921569,-0.7625175,0.1083709,1,0.4039216,0.8078431,0.5254903,0
-0.0976734,0.682353,-0.1409376,0.09645267,0.2345679,0.8411765,0.8784314,0.8470589,0.8039216
-0.1722746,-0.4588235,-0.1914431,0.11662,0.2898551,0.2705882,0.3490196,0.3019608,0.1921569
0.09938732,0.6392157,0.1547275,0.5908727,0.2391304,0.8196079,0.7764706,0.8156863,0.8627451
-0.5518529,-0.2196078,-0.7564684,0.1003089,0.959799,0.3901961,0.7647059,0.4666667,0.01568628
0.08480984,0.7333333,0.08486315,0.62495,0.1764706,0.8666667,0.8431373,0.854902,0.8901961
0.08119619,0.4588236,0.03914693,0.6785,0.1014493,0.7294118,0.7058824,0.7019608,0.7568628
0.04860074,0.4039216,0.09681702,0.5740444,0.118421,0.7019608,0.6666667,0.7058824,0.7372549
-0.7242421,-0.01176471,-0.6894454,0.1289167,0.9999999,0.4941176,0.9882353,0.7647059,2.945171E-08
0.03395112,0.1921569,-0.07874282,0.9352111,0.08737864,0.5960785,0.6313726,0.5607843,0.5882353
-0.5789462,-0.1176471,-0.7406721,0.1055915,0.9466666,0.4411765,0.8588235,0.5529411,0.02352944
0.06602684,0.5450981,0.1446443,0.5681545,0.1896552,0.772549,0.7294118,0.7803922,0.8156863
-0.7171972,-0.01176471,-0.6853334,0.1286152,0.9920635,0.4941176,0.9843137,0.7607842,0.003921583
-0.6292385,-0.02352941,-0.7350616,0.1126797,0.9678715,0.4882353,0.9607843,0.654902,0.01568625
0.08212281,0.5058824,0.1423097,0.5833,0.1904762,0.7529412,0.7058824,0.7529412,0.8
-0.6287636,-0.07843137,-0.7405424,0.1120367,0.9744681,0.4607843,0.9098039,0.6156861,0.01176469
-0.2592773,0.1176471,-0.5462505,0.07053141,0.6088889,0.5588235,0.827451,0.5176471,0.2901961
-0.4114612,-0.2117647,-0.6773779,0.08687735,0.8109453,0.3941177,0.7137255,0.4078433,0.07450981
-0.6236866,-0.1490196,-0.7437021,0.1110667,0.9815668,0.4254902,0.8431373,0.564706,0.007843127
-0.08580445,-0.690196,-0.4592009,0.02940002,0.6455697,0.154902,0.254902,0.0901961,0.05490196
-0.6843547,0.07843137,-0.6894965,0.1244043,0.9744681,0.5392157,0.9882353,0.7607841,0.09019606
-0.4346294,-0.2823529,-0.370927,0.1375596,0.5956284,0.3588235,0.572549,0.4980392,0.145098
0,0.8509804,0,1,0,0.9254902,0.9254902,0.9254902,0.9254902
-0.2274343,-0.4666666,-0.678233,0.05149454,0.8088235,0.2666667,0.482353,0.1843137,0.0509804
-0.2273061,-0.1137254,-0.2567255,0.1153385,0.3451327,0.4431373,0.5960785,0.5019608,0.2901961
0.1125466,0.5333333,0.1727107,0.5919172,0.2436975,0.7666667,0.7098039,0.7607843,0.8235294
-0.6431664,-0.01176471,-0.7023112,0.1180084,0.952381,0.4941176,0.9647059,0.6901962,0.02352941
-0.1518927,-0.1843137,-0.1554867,0.1231392,0.2211538,0.4078431,0.4980392,0.4509804,0.3176471
0.01404586,0.5019608,-0.04555491,0.9524,0.05511811,0.7509804,0.7647059,0.7372549,0.745098
-0.6858427,-0.02745098,-0.6474816,0.1295778,0.9435484,0.4862745,0.945098,0.7411765,0.02745098
0.114599,0.6313726,0.1813144,0.5897077,0.2765957,0.8156863,0.7647059,0.8117647,0.8666667
-0.2394255,-0.2117647,-0.1910761,0.1428,0.3134328,0.3941177,0.5176471,0.4823529,0.2705882
0.1063496,0.5843138,0.1682625,0.5897077,0.245283,0.7921569,0.7411765,0.7882353,0.8431373
-0.1737239,-0.2039216,-0.09442325,0.1707634,0.2019704,0.3980392,0.4745098,0.4784314,0.3176471
0.02283642,0.5725491,0.04744212,0.5714,0.06422018,0.7862746,0.7725491,0.7882353,0.8
-0.6345831,-0.1490196,-0.7344264,0.1134132,0.9815668,0.4254902,0.8431373,0.5764707,0.007843127
0.07130691,0.482353,0.095833,0.6018111,0.1363636,0.7411765,0.7058824,0.7333333,0.7764706
0.1220332,0.6156863,0.1280629,0.6211636,0.2244898,0.8078431,0.7647059,0.7882353,0.8509804
0.01137656,0.3333334,-0.03127044,0.9444667,0.03529412,0.6666667,0.6784314,0.654902,0.6627451
-0.6682609,-0.1176471,-0.7225876,0.1187866,0.9911111,0.4411765,0.8784314,0.627451,0.003921574
-0.6381971,-0.145098,-0.7560761,0.1115761,0.9999999,0.427451,0.854902,0.572549,2.547806E-08
-0.6473183,-0.1019608,-0.7553695,0.1127642,1,0.4490196,0.8980393,0.6078433,-5.352731E-08
-0.1664967,-0.05490196,-0.5252793,0.04885262,0.5518672,0.472549,0.7333333,0.3647059,0.2117647
0.1107078,0.6941177,0.1918443,0.5833,0.3076923,0.8470588,0.8,0.8470588,0.8941177
-0.3616718,-0.0862745,-0.6938784,0.07647216,0.7854077,0.4568627,0.8156863,0.4274511,0.09803922
-0.5303975,-0.1607843,-0.6975519,0.1034674,0.8878505,0.4196078,0.7921569,0.5098041,0.04705882
-0.6395795,-0.1137255,-0.7602661,0.1113124,1,0.4431373,0.8862745,0.5921571,0
0.128435,0.5372549,0.007558457,0.7406445,0.1525424,0.7686275,0.7647059,0.7333333,0.8039216
-0.1650987,-0.2235294,-0.1073098,0.15827,0.2020202,0.3882353,0.4666667,0.4588235,0.3098039
-0.5873812,-0.1294118,-0.719814,0.1089307,0.9369369,0.4352941,0.8431372,0.5607841,0.02745102
0.0677749,0.2745099,0.1228889,0.5802148,0.145946,0.637255,0.5843138,0.6392158,0.6901961
0.07580077,0.4509804,0.1180076,0.5908727,0.1571429,0.7254902,0.682353,0.7215686,0.7686275
0.08970509,0.5686275,0.155449,0.5833,0.2181818,0.7843137,0.7372549,0.7843137,0.8313726
-0.742363,-0.003921568,-0.6699865,0.1331488,1,0.4980392,0.9960784,0.7960786,0
-0.1232871,-0.03137255,-0.02316368,0.2204419,0.1255061,0.4843137,0.5058824,0.5450981,0.4235294
-0.04640731,0.1294118,-0.0268192,0.1666,0.05405406,0.5647059,0.5882636,0.5882353,0.5411765
-0.6709264,-0.1333333,-0.7294381,0.1183539,1,0.4333333,0.8666667,0.6156864,0
0.06529555,0.3294117,-0.09582026,0.9048,0.122807,0.6647059,0.7058824,0.6235294,0.6705883
-0.6156596,-0.4509804,-0.4097134,0.1565465,0.8285714,0.2745098,0.5019608,0.4745098,0.04705882
-0.02000335,0.4509804,-0.2797965,0.01135906,0.3142857,0.7254902,0.8117647,0.6509804,0.6392157
0.01189039,0.8039216,-0.02060473,0.9167,0.04,0.9019608,0.9058824,0.8980392,0.9019608
-0.2324899,0.2313726,-0.1523517,0.157675,0.2857143,0.6156863,0.7254902,0.7137255,0.5058824
-0.1204481,0.05490196,-0.04458966,0.193571,0.1286307,0.527451,0.5686275,0.5882353,0.4666667
0.06583363,0.5411766,-0.1516321,0.9348087,0.1965812,0.7705883,0.8156863,0.7254903,0.7607844
-0.6284049,-0.1333333,-0.7663743,0.1093077,1,0.4333333,0.8666667,0.5686274,0
-0.6560404,-0.0862745,-0.7497783,0.1144035,1,0.4568627,0.9137255,0.6274511,0
0.07556832,0.6666667,0.08534887,0.6153384,0.1529412,0.8333334,0.8078432,0.8235295,0.8588235
-0.07603405,0.4313726,-0.1772596,0.06449034,0.2137931,0.7156863,0.7764706,0.7019609,0.654902
-0.2716531,0.3137255,-0.6802459,0.06046963,0.7714286,0.6568627,0.9215686,0.5843138,0.3921568
-0.3491503,0.02745104,-0.6725495,0.07621064,0.7580645,0.5137255,0.8823529,0.482353,0.1450981
-0.07714842,-0.1058823,-0.07074058,0.1318917,0.1052632,0.4470588,0.4941176,0.4745098,0.4
0.01216193,0.8117647,-0.02107528,0.9167,0.04166667,0.9058824,0.9098039,0.9019608,0.9058824
-0.6590887,0.137255,-0.7028336,0.1198897,0.9727273,0.5686275,0.9882353,0.7529411,0.1490196
-0.249721,0.2352941,-0.6355381,0.05958687,0.7025641,0.6176471,0.8862745,0.5411765,0.3490196
-0.05376984,0.8431373,-4.700709E-09,0.25,0.1,0.9215686,0.9215686,0.9294118,0.9137255
0.1131261,0.6235294,0.178984,0.5897077,0.2708333,0.8117647,0.7607843,0.8078431,0.8627451
-0.03171413,0.7529411,-0.06588533,0.07139999,0.1111111,0.8764706,0.8901961,0.8745098,0.862745
-0.05597393,0.2313726,0.02036398,0.3055333,0.06122449,0.6156863,0.6,0.6392157,0.5921569
-0.5541691,-0.2862745,-0.7293901,0.1034069,0.956044,0.3568628,0.6980392,0.4392158,0.01568627
-0.3027187,-0.2039216,-0.2618815,0.1364916,0.408867,0.3980392,0.5607843,0.5019608,0.2352941
-0.7455735,0.0196079,-0.6661348,0.1339464,0.9999999,0.509804,0.9999999,0.8078432,0.01960796
0.1007257,0.6470588,0.156811,0.5908727,0.2444444,0.8235294,0.7803922,0.8196079,0.8666667
-0.05676014,0.2,-0.01000426,0.2222333,0.05882353,0.6,0.6078432,0.6235294,0.5764706
-0.1085125,0.1450981,-0.00948979,0.2361167,0.1100918,0.572549,0.5803922,0.6196079,0.5254902
-0.6345831,-0.1490196,-0.7344264,0.1134132,0.9815668,0.4254902,0.8431373,0.5764707,0.007843127
0.05039947,0.7490196,0.06571753,0.604125,0.125,0.8745098,0.8588235,0.8705882,0.8901961
-0.232677,-0.2784314,-0.2096444,0.13328,0.326087,0.3607843,0.4784314,0.4313726,0.2431373
-0.2074801,-0.1647059,-0.1310989,0.1603132,0.2488263,0.4176471,0.5215687,0.5137255,0.3137255
-0.1207788,-0.03529406,-0.3278351,0.05617906,0.3495935,0.482353,0.6509804,0.427451,0.3137255
0.06320977,0.5137255,0.138473,0.5681545,0.1774193,0.7568628,0.7137255,0.7647059,0.8
0.07907474,0.3019608,0.1146188,0.5961154,0.1460674,0.6509804,0.6,0.6431373,0.7019608
-0.7264091,0.007843137,-0.6756638,0.1307578,0.9920949,0.5039216,0.9960785,0.7843138,0.01176467
-0.3168819,-0.2235293,-0.1353812,0.1857401,0.3535354,0.3882353,0.4941176,0.5254902,0.2509804
0.06047681,0.4784315,0.1392941,0.5651913,0.1729323,0.7392157,0.6941177,0.7490197,0.7843137
-0.5023449,-0.6588235,-0.3529543,0.1525211,0.816092,0.1705883,0.309804,0.2862745,0.03137255
-0.4404593,-0.1921569,-0.6337172,0.09666911,0.7864078,0.4039216,0.7215686,0.4549018,0.08627451
0.04424214,0.3137255,0.1050016,0.5634667,0.12,0.6568627,0.6156862,0.6666666,0.6980392
0.08389178,0.5215687,0.1453751,0.5833,0.1967213,0.7607843,0.7137255,0.7607843,0.8078431
0.0555018,0.4117647,0.1215872,0.5681545,0.1466667,0.7058824,0.6627451,0.7137255,0.7490196
0.06372929,0.4509804,0.1104358,0.5833,0.1428571,0.7254902,0.6862745,0.7254902,0.7647059
0.02015331,0.7960784,0.01164678,0.6666,0.03846154,0.8980392,0.8941177,0.8941177,0.9019608
-0.6411522,-0.0745098,-0.7415845,0.1134604,0.9830508,0.4627451,0.917647,0.6274511,0.007843176
-0.03647949,0.9176471,-0.04349921,0.1110667,0.1428571,0.9588236,0.9647059,0.9607843,0.9529412
0.005804437,0.3333334,-0.1884724,0.9951,0.2,0.6666667,0.7333333,0.6,0.6039217
-0.7611136,0.1843138,-0.6218799,0.1409692,1,0.5921569,1,0.8745098,0.1843138
0.1016218,0.6470588,0.1760993,0.5833,0.2666667,0.8235294,0.7764706,0.8235294,0.8705882
0.04137216,0.4941177,0.1068408,0.5588,0.1317829,0.7470589,0.7137256,0.7568628,0.7803922
-0.2688935,0.03137255,-0.6812885,0.05982874,0.7327935,0.5156863,0.8705882,0.4156863,0.1607843
-0.622108,-0.1215686,-0.7273833,0.1126093,0.9642857,0.4392157,0.8627451,0.5882353,0.01568627
-0.5413371,-0.1960784,-0.7829721,0.09627637,0.9707318,0.4019608,0.7921569,0.4627451,0.01176467
-0.7124033,0.007843137,-0.6674987,0.1301774,0.9762846,0.5039216,0.9882353,0.7764708,0.01960782
0.06008666,0.7294118,-0.03472462,0.8334,0.1014493,0.8647059,0.8784314,0.8509805,0.8784314
-0.02061284,0.4745098,-0.3014716,0.01086516,0.3432836,0.7372549,0.827451,0.6588235,0.6470588
-0.03171413,0.7529411,-0.06588533,0.07139999,0.1111111,0.8764706,0.8901961,0.8745098,0.862745
-0.1332719,-0.1176471,-0.2540478,0.07689229,0.2888889,0.4411765,0.5686275,0.4313726,0.3137255
-0.1315104,-0.03137255,-0.02317936,0.2222333,0.1336033,0.4843137,0.5058824,0.5490196,0.4196078
0.1131261,0.6235294,0.178984,0.5897077,0.2708333,0.8117647,0.7607843,0.8078431,0.8627451
-0.753903,0.07058823,-0.6531827,0.136373,1,0.5352941,1,0.8313727,0.07058823
0.01307829,0.4352942,-0.1871035,0.9888933,0.2083333,0.7176471,0.7764706,0.6588235,0.6666667
-0.09343664,0.7686274,-0.1055298,0.1153385,0.220339,0.8843137,0.9098039,0.8941177,0.8588235
0.06536999,0.3176471,0.1132789,0.5833,0.137931,0.6588235,0.6117647,0.6588235,0.7058824
-0.006503129,0.4313726,-0.06813111,0.01514549,0.07586207,0.7156863,0.7372549,0.6980393,0.6941177
0.08091688,0.2588236,0.1241727,0.5919172,0.1534391,0.6294118,0.5725491,0.6235295,0.6862745
0.0824679,0.6313726,0.1429077,0.5833,0.212766,0.8156863,0.7764706,0.8156863,0.854902
-0.6147884,-0.1019608,-0.7260151,0.1118274,0.9563318,0.4490196,0.8784314,0.5960785,0.01960786
-0.642843,-0.1490196,-0.7393275,0.1139079,0.9907833,0.4254902,0.8470588,0.5803922,0.003921601
-0.07984012,0.5960784,-0.2114986,0.05744826,0.2815534,0.7980392,0.854902,0.7803921,0.7411764
-0.09393594,0.7058823,-0.152892,0.08768422,0.2533333,0.8529412,0.8901961,0.854902,0.8156862
0.08409655,0.4117647,0.01272443,0.7261,0.09333334,0.7058824,0.6980392,0.6784314,0.7333333
-0.04092746,0.1843138,0.02361805,0.3333,0.04807692,0.5921569,0.572549,0.6117647,0.572549
0.1176797,0.6470588,0.1861885,0.5897077,0.2888889,0.8235294,0.772549,0.8196079,0.8745098
-0.7333636,-0.007843137,-0.6563137,0.1338152,0.9841897,0.4960784,0.9843137,0.7921568,0.007843125
-0.6199495,-0.1294118,-0.739246,0.1110667,0.972973,0.4352941,0.8588235,0.5764707,0.0117647
0.03576808,0.3764706,0.09236864,0.5588,0.1069182,0.6882353,0.6549019,0.6980392,0.7215686
-0.2111249,-0.1686274,-0.7036183,0.04639497,0.745283,0.4156863,0.7254902,0.2784315,0.1058824
0.1308533,0.6784314,0.1706239,0.604125,0.2926829,0.8392157,0.7921569,0.827451,0.8862745
0.08767556,0.5529412,0.151932,0.5833,0.2105263,0.7764706,0.7294118,0.7764706,0.8235294
-0.6348131,-0.01960784,-0.7092023,0.1162,0.952,0.4901961,0.9568627,0.6745098,0.0235294
-0.01211976,0.4392157,0.01443354,0.3888334,0.02097902,0.7196078,0.7137254,0.7254902,0.717647
-0.08226317,0.06666672,-0.2816975,0.04522002,0.2941177,0.5333334,0.6705883,0.4705883,0.3960785
0.08970509,0.5686275,0.155449,0.5833,0.2181818,0.7843137,0.7372549,0.7843137,0.8313726
-0.6462321,-0.08235294,-0.7474601,0.1134604,0.9914529,0.4588235,0.9137255,0.6235296,0.003921596
-0.1350743,-0.3921568,-0.106662,0.1436207,0.1870968,0.3039216,0.3607843,0.345098,0.2470588
-0.7370259,0.04313731,-0.6375318,0.1365,0.9754099,0.5215687,0.9882353,0.8196079,0.054902
0.1131261,0.6235294,0.178984,0.5897077,0.2708333,0.8117647,0.7607843,0.8078431,0.8627451
-0.3383712,0.02745104,-0.6960093,0.07201979,0.7741936,0.5137255,0.8901961,0.4627451,0.1372549
0.04491482,0.2509804,0.007945559,0.7221333,0.04712042,0.6254902,0.6196078,0.6078431,0.6431373
-0.02560699,0.4196079,-0.194583,0.02082502,0.2162162,0.7098039,0.772549,0.6627451,0.6470588
0.1014003,0.6156863,0.04888789,0.6785,0.1428572,0.8078431,0.7843137,0.7803922,0.8352941
-0.6427119,-0.1215686,-0.7447333,0.1133181,0.9910714,0.4392157,0.8745098,0.5960787,0.00392158
0.02476676,0.2117648,0.0581557,0.5640769,0.06467662,0.6058824,0.5803922,0.6117647,0.6313726
-0.7456208,0.02745104,-0.6536391,0.1354472,0.9919355,0.5137255,0.9960784,0.8156863,0.0313726
0.09403764,0.4588236,0.1226188,0.604125,0.173913,0.7294118,0.682353,0.7176471,0.7764706
0.09798477,0.6470588,0.11684,0.6110666,0.2,0.8235294,0.7882353,0.8117647,0.8588235
-0.005891575,0.3411765,0.06688382,0.4860167,0.07142857,0.6705883,0.6470588,0.6941177,0.6901961
-0.6424613,-0.0862745,-0.7614461,0.1115434,1,0.4568627,0.9137256,0.6117648,-5.446228E-08
-0.6262571,-0.1882353,-0.7441913,0.1113375,0.9903381,0.4058824,0.8078431,0.5411764,0.003921576
-0.0167376,0.07843137,0.02452904,0.4047,0.02978723,0.5392157,0.5254902,0.5529412,0.5372549
-0.07142266,0.7294118,-0.2165506,0.05070436,0.3333334,0.8647059,0.9098039,0.8470589,0.8196079
-0.3241677,-0.05882353,-0.6748844,0.07126778,0.75,0.4705882,0.8235294,0.4196079,0.1176471
0.103531,0.6627451,0.1611784,0.5908727,0.255814,0.8313726,0.7882353,0.827451,0.8745098
-0.06269383,0.3215687,-0.350199,0.02819381,0.3757226,0.6607844,0.7882354,0.5764706,0.5333334
-0.05263732,-0.03921568,-0.0451284,0.1372,0.06938778,0.4803922,0.5137255,0.5019608,0.4470588
-0.7601745,0.05098045,-0.6477159,0.137686,1,0.5254902,1,0.8352941,0.05098045
-0.02194367,0.7607844,-0.07116981,0.04760004,0.1147541,0.8803922,0.8941177,0.8745099,0.8666667
-0.01877852,0.1607844,0.04212499,0.43326,0.04672897,0.5803922,0.5607843,0.6,0.5843138
0.02257326,0.5647058,0.04689539,0.5714,0.06306306,0.7823529,0.7686274,0.7843137,0.7960784
-0.6410266,-0.1098039,-0.7596236,0.111556,1,0.445098,0.8901961,0.5960785,0
-0.6377132,-0.1411765,-0.7334278,0.1139079,0.9817351,0.4294118,0.8509804,0.5843139,0.007843158
-0.07286086,0.9098039,-0.1451452,0.07404449,0.3913043,0.9549019,0.972549,0.9529412,0.9372548
0.08160148,0.2666667,0.1252232,0.5919172,0.1550802,0.6333333,0.5764706,0.627451,0.6901961
-0.2807235,0.2,-0.4361881,0.09101295,0.5294118,0.6,0.8117647,0.6196079,0.3882353
-0.05039464,0.137255,-0.1155576,0.06544998,0.1272727,0.5686275,0.6235294,0.5568628,0.5137255
-0.0486986,0.4039216,0.03536291,0.34996,0.06578948,0.7019608,0.682353,0.7215686,0.6862745
0.07995269,0.3725491,0.06713584,0.6388333,0.1125,0.6862745,0.6509804,0.6627451,0.7215686
0.09172485,0.3607843,0.03237342,0.696,0.1042945,0.6803921,0.6588235,0.6470588,0.7137255
-0.7361165,0.007843137,-0.6532246,0.1344844,0.9841897,0.5039216,0.9921569,0.8039217,0.01568626
0.1103037,0.6078432,0.1745185,0.5897077,0.26,0.8039216,0.7529412,0.8,0.854902
-0.6355102,-0.03137255,-0.7182534,0.1152844,0.9595141,0.4843137,0.9490196,0.6627452,0.01960786
0.1007873,0.6509805,0.07880265,0.6443866,0.1685393,0.8254902,0.7960785,0.8039216,0.854902
-0.6163839,-0.1764706,-0.7553558,0.1089307,0.9904761,0.4117647,0.8196079,0.5372548,0.003921593
0,0.8823529,0,1,0,0.9411765,0.9411765,0.9411765,0.9411765
-0.2099247,-0.4,-0.6686873,0.04841367,0.7647059,0.3,0.5294118,0.2039216,0.07058823
1.033752E-09,0.427451,-0.08668863,1,0.09589041,0.7137255,0.7411765,0.6862745,0.6862745
0.07093845,0.5019608,0.0735041,0.6221733,0.1181102,0.7509804,0.7215686,0.7372549,0.7803922
-0.2801297,-0.4470588,-0.1618894,0.1666,0.3617021,0.2764706,0.3765906,0.3764706,0.1764706
-0.17397,-0.1568627,-0.1116422,0.1591955,0.2093023,0.4215686,0.509804,0.5019608,0.3333333
-0.7538821,0.0196079,-0.6567172,0.1359456,1,0.509804,1,0.8196079,0.0196079
-0.06662211,0.1215687,-0.04385582,0.1573444,0.08035714,0.5607843,0.5960785,0.5921569,0.5254902
-0.7179483,0.007843137,-0.637969,0.1343769,0.9604743,0.5039216,0.9803922,0.7960783,0.02745098
-0.3184378,-0.1215686,-0.6630745,0.07125663,0.7410714,0.4392157,0.7647059,0.3921569,0.1137255
0.1002715,0.6392157,0.1737595,0.5833,0.2608696,0.8196079,0.772549,0.8196079,0.8666667
