PosX,PosY,PosZ,H(0.0-1.0),S(0.0-1.0),L(0.0-1.0),R(0-255),G(0-255),B(0-255)
0.1131786,0.7098039,0.1761978,0.5908727,0.2972973,0.854902,207,217,229
-0.1053855,0.5882354,-0.1423834,0.1014087,0.2190476,0.7941177,214,205,191
0.02209948,0.827451,0.01277149,0.6666,0.04545455,0.9137255,232,232,234
-0.6089069,-0.1254902,-0.7260785,0.1110667,0.9551569,0.4372549,217,147,5
-0.6408314,-0.09803921,-0.7500495,0.112528,0.9913043,0.4509804,229,154,1
-0.7032984,-0.003921568,-0.6658504,0.129352,0.968504,0.4980392,250,194,3
0.06521718,0.4000001,0.009414852,0.7271818,0.07189543,0.7,177,173,184
-0.009413871,0.164706,-0.02115343,0.06664003,0.02347418,0.582353,151,148,146
-0.04137591,0.8470588,-0.08595744,0.07139999,0.1794872,0.9235294,239,234,231
0.09343661,0.7686274,0.1055298,0.6153384,0.220339,0.8843137,218,222,232
-0.4023662,0.0862745,-0.710688,0.08199164,0.8197425,0.5431373,234,137,42
0.1359745,0.6784314,0.142693,0.6211636,0.2682927,0.8392157,203,209,225
-0.3048964,0.2196078,-0.7280281,0.06312172,0.8090453,0.6098039,236,135,74
0.08881884,0.6352942,0.06135792,0.6537846,0.1397849,0.8176471,202,203,215
0.02125412,0.3607843,0.0191502,0.63328,0.03067485,0.6803921,170,171,176
-0.09981484,0.9294118,-0.1301517,0.104125,0.4444445,0.9647059,250,247,242
0.09168434,0.5254903,0.1662413,0.5802148,0.2231405,0.7627451,181,195,208
-0.2740693,0.01176476,-0.607675,0.06743332,0.6666667,0.5058824,213,112,45
0.07318572,0.3686275,0.09667066,0.6031333,0.1304348,0.6843138,164,172,185
-0.1093658,0.337255,-0.1032486,0.1295778,0.1597633,0.6686275,184,178,157
0.122677,0.6705883,0.1940951,0.5897077,0.3095238,0.8352941,200,212,226
0.07013722,0.3058825,0.1271723,0.5802148,0.1525424,0.6529412,153,167,180
0.03022674,0.3960785,0.06485102,0.5694166,0.07792208,0.6980392,172,179,184
0.1231795,0.6274509,0.1202226,0.6269333,0.2210526,0.8137255,196,201,218
-0.4624139,-0.1215686,-0.6715254,0.09597607,0.8214286,0.4392157,204,125,19
-0.4205761,-0.07843137,-0.2942794,0.1528314,0.5148937,0.4607843,178,167,56
-0.7412974,0.02745104,-0.6463363,0.1358746,0.9838709,0.5137255,252,208,9
0.1045352,0.4784315,0.1604166,0.5919172,0.2180451,0.7392157,174,187,203
-0.3902765,-0.6705883,-0.3317368,0.1378759,0.6904762,0.1647059,70,60,13
-0.654497,-0.09803921,-0.738155,0.1154509,0.9913043,0.4509804,229,158,1
-0.2349128,-0.1921569,-0.6748693,0.05331198,0.7281553,0.4039216,178,75,28
-0.05964315,0.003921628,-0.1198351,0.07349997,0.1338583,0.5019608,145,126,111
0.07345764,0.6156863,0.1609229,0.5681545,0.2244898,0.8078431,195,208,217
-0.1419557,0.06666672,-0.3944682,0.05497801,0.4201681,0.5333334,186,119,86
0.06960187,0.3137255,0.1035805,0.5941652,0.1314286,0.6568627,155,165,179
-0.7218063,0.09411764,-0.6345673,0.1352224,0.9653679,0.5470588,251,208,28
-0.2382534,-0.2470588,-0.6651815,0.05474002,0.7291667,0.3764706,166,72,25
-0.7198744,-0.003921568,-0.6940932,0.1279016,1,0.4980392,254,195,0
0.1234678,0.6941177,0.1372058,0.61662,0.2564102,0.8470588,206,212,226
-0.7245735,0.007843137,-0.6183248,0.137566,0.9525692,0.5039216,249,207,7
0.09441233,0.6078432,0.1469823,0.5908727,0.22,0.8039216,194,204,216
-0.437433,-0.1333333,-0.640736,0.09533753,0.7828053,0.4333333,196,122,24
0.06925195,0.7333333,0.04002132,0.6666,0.1176471,0.8666667,217,217,225
0.06879765,0.5803921,0.1271873,0.5789158,0.1775701,0.7901961,191,202,211
-0.5625215,-0.5568627,-0.3339729,0.1647281,0.7876106,0.2215686,101,100,12
-0.3569449,-0.0745098,-0.6716324,0.07774667,0.7627119,0.4627451,208,112,27
-0.2201205,-0.4156862,-0.6922305,0.049,0.7986577,0.2921569,134,50,15
-0.3491922,-0.01568627,-0.6760004,0.07588582,0.7609562,0.4921569,221,116,30
-0.02506743,0.6196079,-0.08540788,0.04543639,0.1134021,0.809804,212,204,201
-0.01181496,0.3490196,-0.2707154,0.006941673,0.2891566,0.6745098,196,150,148
0.07759491,0.3725491,0.08622871,0.61662,0.125,0.6862745,165,171,185
0.1150026,0.7176471,0.1790375,0.5908727,0.3055556,0.8588235,208,218,230
-0.01996986,0.2705883,0.0237823,0.3888334,0.03225806,0.6352941,159,165,161
-0.4453966,-0.654902,-0.3505245,0.1438818,0.7499999,0.172549,76,68,11
-0.1346769,0.3647059,-0.02984479,0.2152917,0.1481481,0.682353,179,186,162
-0.5175775,-0.2588235,-0.7418946,0.09694801,0.9365079,0.3705882,183,108,5
-0.6406313,-0.1215686,-0.7230075,0.1153973,0.9732143,0.4392157,221,154,3
-0.6728079,-0.1176471,-0.7304031,0.1184711,1,0.4411765,225,160,0
-0.6351121,-0.1254902,-0.762158,0.1105686,1,0.4372549,223,148,0
-0.6778668,-0.09411764,-0.7054149,0.1218308,0.9826839,0.4529412,228,167,2
-0.1146926,0.172549,-0.0719246,0.1608552,0.1374408,0.5862745,164,163,134
0.1049275,0.6,0.1166025,0.61662,0.1960784,0.8,194,200,214
-0.6048802,-0.1372549,-0.738391,0.109233,0.9636363,0.4313726,216,142,4
0.02457857,0.3843138,-0.2398349,0.9837463,0.2611465,0.6921569,197,156,160
-0.7250727,-0.01568627,-0.6768712,0.1304699,0.9920318,0.4921569,250,196,1
-0.2782282,-0.1294118,-0.6872786,0.0612205,0.7477478,0.4352941,194,89,27
-0.08304129,-0.1607843,-0.08650814,0.1217461,0.1214953,0.4196078,120,113,94
0,0.6392157,0,1,0,0.8196079,209,209,209
0.02087666,0.345098,-0.0188101,0.86672,0.02994012,0.672549,174,168,173
0.05256259,0.7764707,0.01710784,0.69992,0.0877193,0.8882353,225,224,229
-0.252277,-0.2509804,-0.2843125,0.1155094,0.3926702,0.3745098,133,110,58
0.1131261,0.6235294,0.178984,0.5897077,0.2708333,0.8117647,194,206,220
0.1217091,0.6745098,0.1644377,0.6014087,0.2771084,0.8372549,201,211,225
-0.1603779,-0.1764705,-0.1708884,0.119952,0.2380952,0.4117647,130,116,80
-0.07131518,-0.1686274,-0.1817882,0.05949998,0.1981132,0.4156863,127,99,85
0.09367858,0.7019608,0.1623346,0.5833,0.2631579,0.8509804,207,217,227
0.1032551,0.5294118,0.1346377,0.604125,0.2,0.7647059,183,192,207
0.1050031,0.6705883,0.1634701,0.5908727,0.2619048,0.8352941,202,212,224
-0.7142317,-0.03529412,-0.6755824,0.1294248,0.9837399,0.4823529,244,190,1
0.006758173,0.4627452,-0.0578432,0.9814889,0.06569343,0.7313726,191,182,183
-0.5263401,-0.2549019,-0.6994429,0.1026721,0.9052632,0.372549,181,114,8
-0.7352126,0.003921628,-0.6424653,0.1356984,0.976378,0.5019608,252,206,4
0.04106613,0.7764707,0.03700105,0.63328,0.0877193,0.8882353,224,225,229
-0.3456054,-0.3333333,-0.6453479,0.0782515,0.7764706,0.3333333,151,80,18
-0.7488545,0.05098045,-0.6607708,0.1349322,1,0.5254902,255,209,13
0.1067455,0.6941177,0.1272866,0.6110666,0.2307692,0.8470588,207,213,225
-0.3140206,-0.1647059,-0.2373196,0.147,0.399061,0.4176471,148,139,64
-0.0588129,-0.1137255,0.01813366,0.2976,0.06194689,0.4431373,109,120,106
-0.0441355,-0.1803921,-0.2645974,0.02630526,0.2727273,0.4098039,133,85,76
-0.06872892,0.8431373,-0.1751956,0.05949998,0.35,0.9215686,242,233,228
-0.6644119,-0.1019608,-0.7403788,0.1164017,1,0.4490196,229,159,0
-0.6506697,0.02352941,-0.649592,0.1251319,0.9196788,0.5117647,245,188,15
0.114599,0.6313726,0.1813144,0.5897077,0.2765957,0.8156863,195,207,221
-0.2439034,0.0196079,-0.5480627,0.06664003,0.6,0.509804,205,115,55
-0.1000962,0.7176471,-0.3737202,0.04165004,0.5555556,0.8588235,239,209,199
0.1026906,0.5607843,0.1624733,0.5897077,0.2321429,0.7803922,186,198,212
0.1050031,0.6705883,0.1634701,0.5908727,0.2619048,0.8352941,202,212,224
-0.6459305,-0.1058823,-0.7560176,0.112528,1,0.4470588,228,153,0
-0.05501666,-0.02745092,0.01255201,0.2857,0.05645164,0.4862745,121,131,117
-0.3006727,0.04705882,-0.1936331,0.1589402,0.3580247,0.5235294,177,173,89
-0.7298861,0.05098045,-0.6448431,0.1348331,0.9752066,0.5254902,252,207,16
0.08308872,0.5254903,0.06496461,0.6443866,0.1239669,0.7627451,187,189,202
-0.3622546,-0.2862745,-0.2347986,0.1584732,0.4505495,0.3568628,132,128,50
-0.01439289,0.1568627,-0.1231888,0.0185111,0.1255814,0.5784314,161,136,133
-0.3797891,-0.01960784,-0.6581323,0.0833,0.76,0.4901961,220,125,30
0.114599,0.6313726,0.1813144,0.5897077,0.2765957,0.8156863,195,207,221
-0.6196132,-0.1607843,-0.7563759,0.109233,0.9906542,0.4196078,213,139,1
0.09441233,0.6078432,0.1469823,0.5908727,0.22,0.8039216,194,204,216
-0.6986573,-0.09803921,-0.7087075,0.1238635,1,0.4509804,230,170,0
-0.02993917,0.2941177,0.01089222,0.3055333,0.03333334,0.6470588,163,168,162
0.0432496,0.3019608,0.08615708,0.5740444,0.1011236,0.6509804,157,167,175
-0.2862506,-0.3764706,-0.1440728,0.1757873,0.3459119,0.3117647,103,107,52
-0.5398573,-0.3764706,-0.2342435,0.1848446,0.6352202,0.3117647,119,130,28
-0.03171413,0.7529411,-0.06588533,0.07139999,0.1111111,0.8764706,227,222,219
-0.1575686,-0.02352941,-0.04764041,0.2032707,0.1646587,0.4882353,136,145,104
-0.1343488,0.5333333,-0.1370649,0.1234074,0.2268908,0.7666667,209,202,181
-0.02229646,0.2980392,-0.2389335,0.01480891,0.2513967,0.6490196,188,146,142
-0.03078772,0.8862746,-0.03671217,0.1110667,0.1034483,0.9431373,242,241,239
0.07716122,0.4941177,0.08469214,0.6176,0.1317829,0.7470589,182,187,199
0.1070377,0.6,0.02449131,0.7142,0.1372549,0.8,201,197,211
-0.6250539,0.2901961,-0.6821914,0.118048,0.9668508,0.645098,252,201,76
-0.5672248,-0.1254902,-0.7367526,0.1044239,0.9372197,0.4372549,216,138,6
-0.762236,-0.01176471,-0.5840191,0.1459471,0.9603174,0.4941176,247,216,5
-0.03533144,0.2745099,-0.04495222,0.1060182,0.05945946,0.637255,168,164,157
0.09762464,0.5882354,0.1289519,0.6031333,0.2,0.7941177,192,200,213
-0.0384298,0.9254901,-0.04582482,0.1110667,0.1578947,0.9627451,247,246,243
-0.5518553,-0.5960784,-0.3377694,0.1625856,0.8058251,0.2019608,93,91,10
-0.0948392,0.7568628,-0.1643458,0.0833,0.2903226,0.8784314,233,224,215
-0.09981484,0.9294118,-0.1301517,0.104125,0.4444445,0.9647059,250,247,242
-0.3411821,-0.5647058,-0.1971722,0.1666,0.4774775,0.2176471,82,82,29
-2.763613E-05,0.3254902,0.04397885,0.4999,0.04651163,0.6627451,165,173,173
-0.1199535,-0.05882347,-0.03438162,0.2055733,0.125,0.4705883,128,135,105
0.1063496,0.5843138,0.1682625,0.5897077,0.245283,0.7921569,189,201,215
-0.1216126,0.5333333,-0.1295826,0.119952,0.210084,0.7666667,208,201,182
-0.005504429,0.2823529,0.04685701,0.4813889,0.04918033,0.6411765,158,168,167
0.08704341,0.6627451,0.1508366,0.5833,0.2325581,0.8313726,202,212,222
-0.004959337,0.1803923,0.0609792,0.4870846,0.06220096,0.5901961,144,157,156
-0.5931862,-0.1490196,-0.7098073,0.1107931,0.9354839,0.4254902,210,142,7
-0.5992877,-0.1098039,-0.7597772,0.1062923,0.9735683,0.445098,224,144,3
6.817079E-10,0.1921569,-0.05716685,1,0.05825243,0.5960785,158,146,146
-0.1878383,-0.1490196,-0.1028892,0.1702447,0.2165899,0.4254902,131,132,85
-0.44149,-0.5803921,-0.255141,0.1666,0.6261683,0.2098039,87,87,20
-0.6955408,-0.007843137,-0.6623271,0.1288922,0.9604743,0.4960784,248,193,4
-0.08930407,-0.02745092,-0.171632,0.07635833,0.1935484,0.4862745,148,122,100
-0.7292833,0.01568627,-0.6840321,0.130094,1,0.5078431,255,200,3
-0.03736894,0.8156862,-0.07763307,0.07139999,0.1489362,0.9078431,235,230,227
-0.01440412,0.509804,-0.3369261,0.006799984,0.392,0.754902,217,170,168
-0.07950602,0.2117648,0.02261187,0.2941,0.08457711,0.6058824,150,163,146
0.0348654,0.08627462,0.0827474,0.5634667,0.09012876,0.5431373,128,141,149
-0.4590697,-0.6823529,-0.1887903,0.1879036,0.6790124,0.1588235,61,68,13
-0.7185836,-0.003921568,-0.6840588,0.1289167,0.992126,0.4980392,253,195,0
0.022417,0.3058825,-0.1325914,0.973344,0.1412429,0.6529412,179,154,158
-0.6079764,-0.1843137,-0.7480611,0.1086167,0.9807692,0.4078431,206,135,2
-0.3186018,-0.05098039,-0.7074144,0.06734893,0.7768595,0.4745098,215,102,26
0.04713678,0.7294118,0.01534186,0.69992,0.07246377,0.8647059,219,218,223
-0.6033481,-0.2352941,-0.7492196,0.1079016,0.9897436,0.3823529,194,126,0
0.1301776,0.7019608,0.2059622,0.5897077,0.3421053,0.8509804,204,216,230
-0.2463054,-0.1803921,-0.6866192,0.05481675,0.7416268,0.4098039,182,77,27
-0.5793688,0.003921628,-0.6438336,0.11662,0.8661417,0.5019608,238,172,18
-0.01140481,0.3254902,0.04247434,0.45825,0.04651163,0.6627451,165,173,171
-0.07749247,0.8745098,-0.1975346,0.05949998,0.4375,0.9372549,246,237,232
0.05465523,0.8039216,0.0458937,0.6388333,0.12,0.9019608,227,228,233
0.01568058,0.8823529,-0.02717271,0.9167,0.06666667,0.9411765,241,239,240
0.108391,0.7019608,0.1292487,0.6110666,0.2368421,0.8509804,208,214,226
0.01011123,0.2196078,0.03279377,0.5476,0.03517587,0.6098039,152,156,158
-0.412275,-0.4784313,-0.3807668,0.13132,0.6390977,0.2607843,109,91,24
-0.6152623,-0.145098,-0.7632294,0.1079815,0.9908257,0.427451,217,141,0
-0.1754095,0.2705883,-0.2175945,0.1079815,0.2903226,0.6352941,189,170,135
-0.2028966,0.2862746,-0.1991262,0.1264926,0.2967033,0.6431373,191,178,137
-0.6315276,-0.1254902,-0.7651308,0.1098215,1,0.4372549,223,147,0
0.09848316,0.6627451,0.09854507,0.62495,0.1860465,0.8313726,204,208,220
-0.3770806,-0.02352941,-0.6492342,0.08374548,0.751004,0.4882353,218,125,30
-0.7184484,0.07058823,-0.667492,0.130849,0.9831223,0.5352941,253,203,20
-0.01026111,-0.2235294,0.04814582,0.46658,0.05050505,0.3882353,94,104,102
0.06911981,0.5764706,0.15142,0.5681545,0.2037037,0.7882353,190,203,212
0.04007139,0.2352941,-0.0746577,0.9216,0.08717949,0.6176471,166,148,157
0.006605337,0.4431373,-0.1260882,0.99167,0.1408451,0.7215686,194,174,175
-6.789535E-06,0.309804,0.01080455,0.4999,0.01136364,0.654902,166,168,168
-0.3968122,-0.7176471,-0.2410143,0.1631292,0.6666667,0.1411765,59,58,11
0.1081001,0.6862745,0.1682916,0.5908727,0.275,0.8431373,204,214,226
-0.02588917,0.1529412,0.0258729,0.37495,0.03703704,0.5764706,143,151,145
