PosX,PosY,PosZ,H(0.0-1.0),S(0.0-1.0),L(0.0-1.0),R(0-255),G(0-255),B(0-255)
-0.005140895,0.2156863,0.05836178,0.4860167,0.06,0.6078432,149,161,160
-0.7313868,0.01176476,-0.6701694,0.1319472,0.9920635,0.5058824,254,201,4
0.01140156,0.772549,-0.06468791,0.9722334,0.1034483,0.8862745,229,223,224
0.122677,0.6705883,0.1940951,0.5897077,0.3095238,0.8352941,200,212,226
0.08939997,0.509804,-0.003544974,0.7563077,0.104,0.754902,193,186,199
-0.3970754,-0.1764706,-0.5802125,0.09551738,0.7142857,0.4117647,180,116,29
-0.3703512,-0.5019608,-0.563377,0.09255559,0.7795275,0.2490196,113,69,14
-0.6772994,-0.03529412,-0.7348602,0.1185163,0.9999999,0.4823529,245,175,0
-0.005849218,0.337255,0.04979206,0.4813889,0.05325444,0.6686275,166,175,174
-0.3273196,-0.1215686,-0.6784706,0.07154001,0.7589286,0.4392157,197,100,26
0.09946781,0.4392157,0.1526404,0.5919172,0.2027972,0.7196078,168,182,198
0.08405788,0.5294118,0.1308624,0.5908727,0.1833333,0.7647059,184,194,206
-0.0484468,0.254902,-0.05224458,0.119,0.07368421,0.627451,167,163,153
-0.007016716,0.4901961,-0.1876007,0.005950005,0.2153846,0.7450981,204,177,176
-0.005366431,0.2588236,0.04568229,0.4813889,0.04761905,0.6294118,156,165,164
-0.127972,0.1960784,-0.3859208,0.05096004,0.4146342,0.5980392,195,136,109
-0.06839532,0.9411764,-0.1420896,0.07139999,0.4666667,0.9705882,251,246,243
0.03885577,0.4705882,0.06049116,0.5908727,0.08148148,0.7352941,181,186,193
-0.4960906,-0.6352941,-0.2866952,0.1666,0.7419355,0.182353,81,81,12
-0.6004248,-0.2156863,-0.7451254,0.10795,0.98,0.3921569,198,129,1
0.03225052,0.6039217,-0.08059351,0.9394182,0.1089109,0.8019608,210,199,203
-0.1624192,0.8509804,-0.2236691,0.09995997,0.5263158,0.9254902,246,238,226
-0.6140145,-0.1019608,-0.760474,0.1081049,0.9825327,0.4490196,227,148,2
-0.2314028,-0.1960784,-0.7043841,0.05051744,0.7560976,0.4019608,180,72,25
0.1050992,0.5764706,0.1662841,0.5897077,0.2407408,0.7882353,188,200,214
-0.05463676,0.2823529,-0.3363298,0.02563081,0.3551913,0.6411765,196,141,130
0.04572079,0.8156862,0.04119495,0.63328,0.106383,0.9078431,228,229,234
0.08601464,0.427451,0.1360893,0.5897077,0.1780822,0.7137255,169,181,195
0.06808209,0.4705882,0.07054444,0.6221733,0.1111111,0.7352941,179,183,195
-0.2358705,0.2431372,-0.5714135,0.06230574,0.6373057,0.6215686,220,143,96
0.06469937,0.7176471,0.07189831,0.61662,0.1388889,0.8588235,214,217,224
-0.7339676,0.003921628,-0.6557655,0.1339464,0.9842519,0.5019608,253,204,3
-0.1375334,0.6,-0.4500421,0.04720336,0.5882353,0.8,234,191,174
-0.4094025,-0.2588235,-0.7255035,0.08176693,0.8624339,0.3705882,176,93,13
0.05570818,0.427451,-0.09653609,0.9167,0.1232877,0.7137255,191,173,182
-0.0801906,0.9568627,-0.166594,0.07139999,0.6363636,0.9784313,253,248,245
-0.0730579,0.4509804,-0.4273161,0.02695003,0.4857143,0.7254902,219,162,151
-0.0535666,0.7490196,-0.1999969,0.04165004,0.3125,0.8745098,233,218,213
-0.08803783,0.3019608,-0.1078871,0.1089307,0.1460674,0.6509804,179,170,153
-0.7229111,-0.01176471,-0.6793035,0.129948,0.9920635,0.4941176,251,195,1
-0.03203319,0.7686274,0.005646004,0.2777666,0.05084746,0.8843137,224,227,223
-0.6912066,-0.06666666,-0.7195756,0.1218,1,0.4666667,238,174,0
-0.01310136,0.5764706,-0.007571395,0.1666,0.01851852,0.7882353,202,202,200
0.06602684,0.5450981,0.1446443,0.5681545,0.1896552,0.772549,186,199,208
0.1322286,0.7098039,0.2092073,0.5897077,0.3513514,0.854902,205,217,231
-0.3412266,-0.0745098,-0.6797531,0.07404449,0.7627119,0.4627451,208,108,27
-0.7139431,-0.06274509,-0.6973867,0.126867,1,0.4686275,239,182,0
-0.1339216,-0.2823529,-0.04580285,0.1975519,0.147541,0.3588235,99,105,78
-0.08704342,0.6627451,-0.1508366,0.0833,0.2325581,0.8313726,222,212,202
-0.6053931,-0.2235294,-0.7512909,0.10795,0.989899,0.3882353,197,128,1
0.01582074,0.3411765,0.01583068,0.62495,0.02380952,0.6705883,169,170,173
-0.03124958,0.1568627,0.0397075,0.3938818,0.05116279,0.5784314,141,153,145
-0.6232013,-0.1843137,-0.7354258,0.1118833,0.9807692,0.4078431,206,139,2
0.01099019,0.2862746,0.08351272,0.520825,0.08791209,0.6431373,156,170,172
0.07145033,0.5372549,0.1238155,0.5833,0.1694915,0.7686275,186,196,206
-0.1185965,-0.1960784,-0.05113466,0.1852111,0.1317073,0.4019608,113,116,89
-0.6127696,-0.1843137,-0.7563424,0.1083709,0.9903846,0.4078431,207,135,0
-0.06974199,0.9019608,-0.1389321,0.07404449,0.36,0.9509804,247,242,238
-0.6191079,-0.0862745,-0.7475302,0.1100881,0.9742489,0.4568627,230,152,2
-0.6175613,-0.06666666,-0.7295691,0.1117974,0.9579832,0.4666667,233,158,4
-0.005073759,0.2039216,0.05280538,0.4847545,0.05418719,0.6019608,147,159,158
-0.4098588,-0.6274509,-0.2863476,0.1529443,0.6421053,0.1862745,78,73,17
-0.7054682,-0.5098039,-0.4160171,0.1652,0.952,0.2450981,122,121,2
-0.5981762,-0.2901961,-0.7333791,0.108895,0.9889502,0.354902,179,118,1
-0.6474355,-0.05882353,-0.7155684,0.1170509,0.9666666,0.4705882,236,167,4
-0.04030624,0.2274511,-0.09566023,0.06346672,0.106599,0.6137255,167,154,146
-0.08312437,0.1686275,-0.009711927,0.2314889,0.08490566,0.5843138,151,158,140
0.04536114,0.1803923,0.05408999,0.6110666,0.07177033,0.5901961,143,148,158
0.04069516,0.6392157,0.05306377,0.604125,0.08695653,0.8196079,205,208,213
-0.1026852,0.9019608,-0.1598615,0.09087278,0.44,0.9509804,248,243,237
0.1204904,0.6313726,0.1571114,0.604125,0.2553191,0.8156863,196,205,220
-0.0715088,0.8078432,-0.1113257,0.09087278,0.2244898,0.9039216,236,231,225
-0.02979218,0.7372549,0.005251016,0.2777666,0.04477612,0.8686274,220,223,219
-0.1868177,-0.3215686,-0.680896,0.04261863,0.7456647,0.3392157,151,55,22
0.01626472,0.8901961,-0.02818496,0.9167,0.07142857,0.945098,242,240,241
0.09928877,0.5372549,0.1570911,0.5897077,0.220339,0.7686275,183,195,209
-0.0443213,0.3960785,0.03988356,0.36662,0.06493507,0.6980392,173,183,175
-0.6114283,-0.1411765,-0.7438131,0.1095023,0.9726028,0.4294118,216,142,2
0.01031584,0.2313726,0.04855219,0.53332,0.05102041,0.6156863,152,160,162
-0.6287156,-0.1568627,-0.7496988,0.1110667,0.9906977,0.4215686,214,143,0
-0.08986752,0.05098045,-0.01291578,0.2272818,0.09090912,0.5254902,137,145,123
0.09710598,0.6117647,0.03688114,0.6922308,0.1313131,0.8058823,200,198,212
-0.006667256,0.4509804,-0.08900402,0.01190001,0.1,0.7254902,192,179,178
0.122677,0.6705883,0.1940951,0.5897077,0.3095238,0.8352941,200,212,226
0.08786964,0.4588236,0.02010545,0.7142,0.1014493,0.7294118,183,179,193
-0.576638,-0.2705882,-0.7185137,0.1076348,0.9569892,0.3647059,182,118,4
-0.595475,-0.2156863,-0.736572,0.1082042,0.97,0.3921569,197,129,2
-0.493,-0.6509804,-0.2535838,0.1743892,0.7303371,0.1745098,74,77,11
0.1021061,0.654902,0.1589601,0.5908727,0.25,0.827451,200,210,222
0.06681654,0.4156864,0.1093943,0.5872667,0.1409396,0.7078432,170,180,191
-0.1034868,-0.1843137,-0.00987782,0.2348545,0.1057692,0.4078431,106,115,93
-0.4468439,-0.2901961,-0.7245099,0.08795652,0.8895028,0.354902,171,94,10
0.0866967,0.5450981,0.1502358,0.5833,0.2068966,0.772549,185,197,209
0.0642027,0.2980392,0.11684,0.579968,0.1396648,0.6490196,152,166,178
-0.3192486,-0.07843137,-0.3461407,0.1185712,0.4723405,0.4607843,173,141,61
0.03598994,0.5607843,0.04692846,0.604125,0.07142857,0.7803922,195,198,203
-0.09986473,0.1647059,-0.2839472,0.05382462,0.3051643,0.5823529,181,136,115
-0.6131868,-0.1647059,-0.7487837,0.1092067,0.9812205,0.4176471,210,138,2
0.1036263,0.6784314,0.1235671,0.6110666,0.2195122,0.8392157,205,211,223
-0.2345771,-0.2313725,-0.6751688,0.05321947,0.7346939,0.3843137,170,72,25
-0.0877744,-0.02745092,-0.01261491,0.2272819,0.0887097,0.4862745,127,135,113
-0.1297079,-0.2392157,-0.0104669,0.2371846,0.1340206,0.3803922,99,110,84
-0.6720737,-0.5843138,-0.3976533,0.1649667,0.9622641,0.2078431,103,102,2
-0.2225536,0.227451,-0.5764147,0.05864324,0.6345177,0.6137255,219,138,94
0.03739838,0.2784314,0.09746885,0.55831,0.1086956,0.6392157,153,166,173
-0.005599528,0.2980392,0.04766655,0.4813889,0.05027933,0.6490196,160,170,169
0.08127647,0.4117647,0.09031991,0.61662,0.1333333,0.7058824,170,176,190
-0.2662723,-0.1490196,-0.2142452,0.1421653,0.3456221,0.4254902,146,135,71
-0.2492903,-0.2627451,-0.1626728,0.1579828,0.3085106,0.3686275,123,120,65
-0.7036274,-0.02745098,-0.7100387,0.1242782,1,0.4862745,248,184,0
-0.01391008,0.1254902,0.065267,0.46658,0.06726457,0.5627451,135,151,148
-0.1607193,0.07058823,-0.5362133,0.04634739,0.5611814,0.5352941,203,107,70
-0.5255482,-0.04705882,-0.700304,0.1024629,0.8765432,0.4764706,228,146,14
0.07960537,0.482353,0.1379473,0.5833,0.1818182,0.7411765,177,189,201
0.06207721,0.3764706,0.07718641,0.6078,0.1069182,0.6882353,166,172,184
-0.6364708,-0.1647059,-0.7413452,0.112909,0.9906103,0.4176471,212,144,1
0.04517676,0.7254902,0.03793469,0.6388333,0.08571429,0.8627451,217,218,223
-0.01402674,0.4901961,-0.2140917,0.01041255,0.2461538,0.7450981,206,176,174
-0.05655403,0.4039216,-0.4538871,0.01972893,0.5,0.7019608,217,149,141
0.01568058,0.8823529,-0.02717271,0.9167,0.06666667,0.9411765,241,239,240
0.1152267,0.6392157,0.09675528,0.6388333,0.1956522,0.8196079,200,203,218
-0.01854341,0.3882353,-0.3657914,0.008061293,0.3974359,0.6941177,208,149,146
-0.6140506,-0.2,-0.7635062,0.1078,1,0.4,204,132,0
0.05882113,0.4588236,0.1288588,0.5681545,0.1594203,0.7294118,175,188,197
-0.0662922,0.7019608,-0.1344894,0.07288752,0.2105263,0.8509804,225,216,209
-0.07787009,0.02745104,-0.0208565,0.20835,0.08064518,0.5137255,136,141,121
0.03351138,0.4901961,0.0580715,0.5833,0.07692308,0.7450981,185,190,195
-0.6356133,-0.1490196,-0.7455523,0.1123581,0.9907835,0.4254902,216,145,0
-0.2054048,0.06274509,-0.5518054,0.05671486,0.5899582,0.5313725,206,112,64
-0.4508461,-0.2588235,-0.6263271,0.09929805,0.7989417,0.3705882,169,109,19
0.1161161,0.6392157,0.1837146,0.5897077,0.2826087,0.8196079,196,208,222
-0.3220017,-0.01176471,-0.5746132,0.08129276,0.6587301,0.4941176,209,123,43
-0.108116,-0.04705882,-0.06745007,0.1612258,0.127572,0.4764706,137,136,106
0.03152799,0,0.05874039,0.5784,0.06666669,0.5,118,128,136
0.008992548,0.09803927,-0.04232403,0.96668,0.04347826,0.5490196,145,135,137
-0.1261154,0.05490196,-0.05280225,0.186894,0.1369295,0.527451,147,151,118
-0.2699411,-0.2980392,-0.4286982,0.08943791,0.5307263,0.3509804,137,93,42
-0.3073762,-0.03137255,-0.646938,0.07059319,0.7165992,0.4843137,212,109,35
-0.03226025,0.7568628,-0.07791778,0.06247498,0.1290323,0.8784314,228,223,220
-0.5966595,-0.1372549,-0.7334775,0.1086867,0.9545454,0.4313726,215,142,5
-0.1243904,0.3176471,-0.530561,0.03665201,0.5747126,0.6588235,218,140,118
-0.3319355,-0.5058823,-0.1918285,0.1666,0.4444444,0.2470588,91,91,35
-0.07103202,0.1019609,0.02020183,0.2941,0.0742358,0.5509804,136,149,132
-0.7572016,0.02352941,-0.6403913,0.1382713,0.9919679,0.5117647,254,212,7
-0.6216204,-0.0862745,-0.7342727,0.1118072,0.9656652,0.4568627,229,155,4
-0.09912508,0.337255,-0.03709706,0.1930053,0.112426,0.6686275,177,180,161
-0.3677013,-0.003921568,-0.6784067,0.07905003,0.7716535,0.4980392,225,122,29
0.102545,0.7019608,0.08183721,0.6428,0.1842105,0.8509804,210,212,224
0.05711638,0.4352942,0.1251243,0.5681545,0.1527778,0.7176471,172,185,194
0.05300164,0.4862745,0.08486257,0.5888533,0.1145038,0.7431372,181,189,197
0.01259376,-0.02745092,0.07145195,0.5277666,0.07258067,0.4862745,115,130,133
-0.2481156,0.2666667,-0.1930812,0.1447508,0.3262032,0.6333333,192,183,130
-0.5999466,-0.2588235,-0.7570168,0.1066592,1,0.3705882,189,120,0
0.06753578,0.5607843,0.1479499,0.5681545,0.1964286,0.7803922,188,201,210
-0.3513024,0.03529418,-0.6598068,0.07786742,0.7479675,0.5176471,224,126,40
-0.1208394,-0.04313719,-0.2778572,0.06528917,0.3032787,0.4784314,159,113,85
-0.3862795,-0.1058823,-0.6328473,0.08722,0.7456141,0.4470588,199,118,28
-0.07813757,0.07843137,-0.01977887,0.2105421,0.08085106,0.5392157,142,147,127
0.08732517,0.6274509,0.1085796,0.6078,0.1789474,0.8137255,198,204,216
-0.7516947,-0.01568627,-0.6593246,0.135404,0.9999999,0.4921569,251,203,0
0.02491312,0.8313725,0.02970716,0.6110666,0.06976745,0.9156862,231,232,235
-0.5078992,-0.2745098,-0.6253903,0.1085587,0.8378378,0.3627451,170,116,15
0.01027989,0.2352941,0.03334077,0.5476,0.03589743,0.6176471,153,159,161
-0.1936969,-0.2705882,-0.1555721,0.1423042,0.2580645,0.3647059,117,110,69
-0.08049292,0.9254901,-0.1603489,0.07404449,0.4736842,0.9627451,250,245,240
-0.1543348,-0.03529406,-0.4366536,0.05407195,0.4634146,0.482353,180,103,66
0.07957529,0.3803922,0.1012437,0.6060182,0.1392405,0.6901961,165,173,187
-0.6791192,-0.01960784,-0.6321787,0.1306948,0.928,0.4901961,241,191,9
-4.517878E-05,0.4705882,0.07189541,0.4999,0.08148148,0.7352941,181,193,193
-0.6209369,-0.172549,-0.7404234,0.1110667,0.9810426,0.4137255,209,140,2
-0.516946,-0.3960784,-0.3203701,0.1617,0.6623377,0.3019608,128,125,26
-0.5957447,-0.2588235,-0.7603279,0.1057778,1,0.3705882,189,119,0
-0.0894717,0.5568628,-0.1934779,0.06893793,0.2566372,0.7784314,213,196,184
-0.6827238,-0.06274509,-0.7279776,0.1198962,1,0.4686275,239,171,0
-0.2605229,0.1960784,-0.7551439,0.0528731,0.8146341,0.5980392,236,122,68
0,0.2431374,0,1,0,0.6215687,158,158,158
0.0124802,0.04705882,0.02592732,0.5714,0.02880658,0.5235294,129,134,137
0.06044899,0.3254902,0.1047514,0.5833,0.127907,0.6627451,158,169,180
0.05048313,0.5254903,-0.1387615,0.9444667,0.1735537,0.7627451,205,184,191
0.04934787,0.7647059,0.04143714,0.6388333,0.1,0.8823529,222,223,228
0.07813119,0.5254903,0.1574671,0.573304,0.2066116,0.7627451,182,196,207
-0.7445571,0.007843137,-0.6675127,0.1336751,1,0.5039216,255,205,1
0.02650191,0.254902,-0.1503613,0.9722334,0.1578947,0.627451,175,145,150
0.09519557,0.5764706,0.1176222,0.60829,0.1851852,0.7882353,191,198,211
-0.3119329,-0.2627451,-0.65865,0.07039436,0.7553191,0.3686275,165,82,23
0.114599,0.6313726,0.1813144,0.5897077,0.2765957,0.8156863,195,207,221
-0.08184958,0.6784314,-0.179307,0.06815451,0.2682927,0.8392157,225,212,203
-0.2546663,-0.2705882,-0.6894291,0.05631552,0.7634409,0.3647059,164,70,21
0.01943838,0.1686275,-0.2036495,0.9848545,0.2075472,0.5843138,171,127,131
-0.6293241,-0.1921569,-0.7530119,0.110797,1,0.4039216,206,136,0
0.06081481,0.3803922,-0.03514542,0.8334,0.07594936,0.6901961,182,170,182
0.0439865,0.5372549,-0.1209044,0.9444667,0.1525424,0.7686275,205,187,193
0.047188,0.7294118,0.05088712,0.619,0.1014493,0.8647059,217,219,224
-0.1717409,-0.2745098,-0.08654965,0.1757054,0.2,0.3627451,108,111,74
-0.5605149,-0.7294117,-0.2755647,0.1772777,0.9130435,0.1352941,62,66,2
0.04493069,0.6941177,0.0585866,0.604125,0.1025641,0.8470588,212,215,220
-0.6416446,-0.1176471,-0.7579257,0.1118072,1,0.4411765,225,151,0
-0.1974445,-0.02745092,-0.0703361,0.1955346,0.2096774,0.4862745,140,150,98
-0.01393634,0.4862745,-0.1259667,0.01753681,0.1450382,0.7431372,199,181,179
-0.08153211,0.7450981,-0.1305436,0.08885332,0.2307692,0.8725491,230,223,215
0.0526608,0.3803922,0.09125533,0.5833,0.113924,0.6901961,167,176,185
0,0.4509804,0,1,0,0.7254902,185,185,185
-0.03478602,0.9098039,-0.04147987,0.1110667,0.1304348,0.9549019,245,244,241
0.1089502,0.6,0.1723771,0.5897077,0.254902,0.8,191,203,217
0.1131786,0.7098039,0.1761978,0.5908727,0.2972973,0.854902,207,217,229
